"product_id","vertical_id","bar_code","brand","name","variety","quantity","quantity_qualifier","packaged_quantity","packaged_quantity_qualifier","discount","expiry_date","frag_flav_scent","fulfillment_tag","offer_percentage","offer_text","offer_value","product_display_order","seed_seedless","seller_name","state","type_by_colour","type_by_organic","type_by_pesticide","type_by_state_of_product","type_of_packing","vat_pcnt","mrp","ola_selling_price","primary_category_path","secondary_category_path","image_url","product_status"
"VGTLS2AZAI71","vegetable",,,"Cabbage","Baby","500","gm",,,,,,"Other Vegetables",,,,"1",,,,"Red",,,,,,"34","34","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"http://www.eating42.com/wp-content/uploads/2013/03/red-cabbage.jpg","current"
"OVGDMUA2ACGA","organic_vegetable",,,"Lettuce","Romaine","250","gm",,,,,,"Organic Vegetables",,,,"1",,,,,"Organic",,,,,"0","0","Fruits & Vegetables>Organic Vegetables",,"https://queenbeefresh.com/images/products/Romaine.jpg","hidden"
"VGT6FM6IPY2E","vegetable",,,"Tomato","Local","1","Kg","(10 to 16 pcs)",,,,,"Tomato",,,,"0",,,,,,,,,,"15","15","Fruits & Vegetables>Fresh Vegetables>Potato, Onion & Tomato",,"https://www.bigbarn.co.uk/blog/wp-content/uploads/2011/09/tomatoes.jpg","hidden"
"CFRRMZU8EG3T","cut_fruit",,,"Water Melon",,"1","Kg",,,,,,"Cut Fruits",,,,"2",,,,,,,"Diced",,,"28","28","Fruits & Vegetables>Cut Fruits",,"http://www.womenshealthmag.com/files/images/1007-us-your-melon.jpg","current"
"FJCK3O76NVY1","fruit",,,"Apple",,"500","gm","(3 to 5 pcs)",,,,,"Apple",,,,"1",,,,"Green",,,,,,"120","120","Fruits & Vegetables>Fresh Fruits>Apple",,"https://appleecofriendlycleaningcooperative.files.wordpress.com/2011/03/green-apple1.jpg","current"
"VGTV6RKUN0QJ","vegetable",,,"Beans","French (Stringless)","500","gm",,,,,,"Other Vegetables",,,,"1",,,,,,,,,,"34","34","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQ2lRMkRa8y4V9HwQuVUdd5ktTM8cCrjz3NEesPkroOxCyQhR9UpQ","current"
"CVG6B5UYPZT9","cut_vegetable",,,"Beetroot",,"500","gm",,,,,,"Cut Vegetables",,,,"1",,,,,,,"Diced",,,"18","18","Fruits & Vegetables>Cut Vegetables",,"http://www.dollopandscoff.co.uk/wp-content/uploads/2015/02/Spiced-Beetroot-and-Orange-Chutney-diced-beetroot.jpg","current"
"VGTAGWWGZMDO","vegetable",,,"Coriander","Hybrid","100","gm",,,,,,"Leafy Vegetables",,,,"0",,,,,,,,,,"7","7","Fruits & Vegetables>Fresh Vegetables>Leafy Vegetables",,"http://www.easymandi.com/9614-3779-thickbox/coriander-hybrid-grade-a.jpg","current"
"VGTN1I0PZLHJ","vegetable",,,"Beans","French","500","gm",,,,,,"Other Vegetables",,,,"1",,,,,,,,,,"40","40","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"http://freshnpack.com/assets/upload/product/French_Beans__(Fansi)_1392595200.png","current"
"OFRQYDOCN59O","organic_fruit",,,"Banana","Yelakki","1","Kg","(15 to 18 pcs)",,,,,"Organic Fruits",,,,"2",,,,,"Organic",,,,,"0","0","Fruits & Vegetables>Organic Fruits",,"http://bigbasket.com/media/uploads/p/l/10000028_13-fresho-banana-stem-grade-a.jpg","hidden"
"VGTZKD5JN0IO","vegetable",,,"Capsicum",,"500","gm","(3 to 5 pcs)",,,,,"Exotic Vegetables",,,,"1",,,,"Red",,,,,,"55","55","Fruits & Vegetables>Fresh Vegetables>Exotic Vegetables",,"http://www.cityfreshwholesalers.com.au/images/Capsicum%20-%20red.JPG","current"
"OVGIQVJBNQ61","organic_vegetable",,,"Beans","Broad","1","Kg",,,,,,"Organic Vegetables",,,,"2",,,,,"Organic",,,,,"0","0","Fruits & Vegetables>Organic Vegetables",,"http://www.moffatcan.org/shop/wp-content/uploads/2014/06/broad-beans.jpg","hidden"
"FJCYYWU0YXS2","fruit",,,"Orange","Nagpur","1","Kg","(4 to 6 pcs)",,,,,"Orange & Sweet Lime",,,,"1",,,,,,,,,,"110","110","Fruits & Vegetables>Fresh Fruits>Orange & Sweet Lime",,"http://greenovegan.com/sites/default/files/styles/product_medium/public/3_6.jpg?itok=KkPUain3","current"
"VGTO1XM2Q4Q4","vegetable",,,"Baby Corn","Peeled","250","gm","(1-2 packs)",,,,,"Other Vegetables",,,,"0",,,,,,,,,,"33","33","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"http://www.buygreenz.com/content/images/thumbs/0000026_baby_corn_peeled_pkt_200gms_300.jpeg","current"
"VGTEMOWDI4WC","vegetable",,,"Beans","Broad","250","gm",,,,,,"Other Vegetables",,,,"0",,,,,,,,,,"15","15","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"http://bigbasket.com/media/uploads/p/l/10000038-2_24-fresho-broad-beans-grade-a.jpg","current"
"FJCFU4F31UFC","fruit",,,"Grapes","Imported","500","gm",,,,,,"Others",,,,"2",,,,,,,,,,"240","240","Fruits & Vegetables>Fresh Fruits>Others",,"http://images.nitrosell.com/product_images/13/3108/large-grapes-red-imported-united.jpg","current"
"FJCQJJRFJ9LE","fruit",,,"Banana","Robusta Semi Ripe","500","gm","(3 to 5 pcs)",,,,,"Banana",,,,"0",,,,,,,,,,"18","18","Fruits & Vegetables>Fresh Fruits>Banana",,"http://bigbasket.com/media/uploads/p/l/10000027_16-fresho-banana-robusta-semi-ripe-grade-a-super.jpg","current"
"VGTVG9EPB9AT","vegetable",,,"Beans","French Ring","500","gm",,,,,,"Other Vegetables",,,,"2",,,,,,,,,,"30","30","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"http://www.menuofmusings.com/wp-content/uploads/2013/11/green-beans-fi-770x330.jpg.pagespeed.ce.G_tljsMGxz.jpg","current"
"CVGFTU82KL60","cut_vegetable",,,"Ridge Gourd (touri)",,"500","gm",,,,,,"Cut Vegetables",,,,"1",,,,,,,"Sliced",,,,,"Fruits & Vegetables>Cut Vegetables",,"http://towness.co.in/xcart44/images/D/10-IMG_2974.jpg","hidden"
"OVG8YX3S6LSU","organic_vegetable",,,"Cherry Tomato",,"500","gm",,,,,,"Organic Vegetables",,,,"1",,,,,"Organic",,,,,"0","0","Fruits & Vegetables>Organic Vegetables",,"http://cdn3.volusion.com/kceqm.mleru/v/vspfiles/photos/1361-2.jpg?1395758880","hidden"
"CVGNSCX8F3OA","cut_vegetable",,,"Beans","Cowpea","500","gm",,,,,,"Cut Vegetables",,,,"1",,,,,,,"Diced",,,"32","32","Fruits & Vegetables>Cut Vegetables",,"http://beprepared.com/wordpress/wp-content/uploads/2013/11/iStock_000015136319XSmall-diced-green-beans-300x200.jpg","current"
"OVG4BWJOQ34E","organic_vegetable",,,"Brinjal","Long","500","gm",,,,,,"Organic Vegetables",,,,"1",,,,"Green","Organic",,,,,"26","26","Fruits & Vegetables>Organic Vegetables",,"http://greenhippo.in/wp-content/uploads/2015/01/BRINJAL-LONG-GREEN1.png","current"
"VGTN9VPXS86P","vegetable",,,"Potato",,"5","Kg",,,,,,"Potato",,,,"2",,,,,,,,,,"95","95","Fruits & Vegetables>Fresh Vegetables>Potato, Onion & Tomato",,"http://www.exeterengineering.com/wp-content/uploads/2014/07/potatoes.jpg","current"
"CVGHKN04N66K","cut_vegetable",,,"Bitter Gourd",,"1","Kg",,,,,,"Cut Vegetables",,,,"2",,,,,,,"Diced",,,"40","40","Fruits & Vegetables>Cut Vegetables",,"https://ankierenique.files.wordpress.com/2012/06/bittergourd1.jpg","current"
"CVGLSEPEQUUU","cut_vegetable",,,"Cabbage",,"250","gm",,,,,,"Cut Vegetables",,,,"0",,,,"Red",,,"Grated",,,,,"Fruits & Vegetables>Cut Vegetables",,"http://www.jackieleonards.ie/wp-content/uploads/2015/03/red-cappage-grated.png","hidden"
"CVGPSVRO3U2V","cut_vegetable",,,"Bottle Gourd",,"250","gm",,,,,,"Cut Vegetables",,,,"0",,,,,,,"Diced",,,"12","12","Fruits & Vegetables>Cut Vegetables",,"http://readanddigest.com/wp-content/uploads/2013/03/Bottle-Gourd-Slices.jpg","current"
"VGTGQSAYDL8T","vegetable",,,"Potato","Sweet","1","Kg",,,,,,"Potato",,,,"2",,,,,,,,,,"45","45","Fruits & Vegetables>Fresh Vegetables>Potato, Onion & Tomato",,"http://delraycra.org/wp-content/uploads/2012/02/sweet-potato.jpg","current"
"VGT4PB74OPGK","vegetable",,,"Cabbage",,"1","Kg",,,,,,"Other Vegetables",,,,"3",,,,"Red",,,,,,"79","79","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"http://ubuddirect.com/wp/wp-content/uploads/2014/12/Cabbage-Red-ariesta.jpg","current"
"VGT76A5CQHQB","vegetable",,,"Tomato","Burger","500","gm","(6 to 10 pcs)",,,,,"Tomato",,,,"1",,,,,,,,,,"37","37","Fruits & Vegetables>Fresh Vegetables>Potato, Onion & Tomato",,"https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRo6wMhGENzWlbRV0WQsSjzr4zUrOmvjG5UmR8wNrnfGx3FyeC0","hidden"
"VGT0GN5JO3OA","vegetable",,,"Onion","Sambar - Peeled","500","gm",,,,,,"Onion",,,,"1",,,,,,,,,,"63","63","Fruits & Vegetables>Fresh Vegetables>Potato, Onion & Tomato",,"http://freshopper.com/image/cache//peeled-onions-700x700.jpg","current"
"VGT3DFKJ8DLY","vegetable",,,"Bitter Gourd","Mini","1","Kg",,,,,,"Other Vegetables",,,,"2",,,,,,,,,,"130","130","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"https://mainmainmasakmasak.files.wordpress.com/2007/12/wallpaper_bittergourd.jpg","current"
"FJCQ1JI4RBNF","fruit",,,"Water Melon","Regular","3.5","Kg",,,,,,"Melon",,,,"1",,,,,,,,,,"105","105","Fruits & Vegetables>Fresh Fruits>Melon",,"http://aaloo.in/images/Watermelon%20regular_resized.jpg","current"
"CVGW4PPZXIVN","cut_vegetable",,,"Cauliflower",,"500","gm",,,,,,"Cut Vegetables",,,,"1",,,,,,,"Florets",,,"27.5","27.5","Fruits & Vegetables>Cut Vegetables",,"http://img.21food.com/userimages/dezhifoods/dezhifoods$72994035.jpg","current"
"CVGZMU0936OA","cut_vegetable",,,"Cabbage",,"250","gm",,,,,,"Cut Vegetables",,,,"0",,,,"Green",,,"Grated",,,"8.25","8.25","Fruits & Vegetables>Cut Vegetables",,"http://i1.ppfry.com/media/catalog/product/n/u/800x880/nurturing-green-cabbage-seeds-nurturing-green-cabbage-seeds-cizwrp.jpg","current"
"VGTG2QD6PL68","vegetable",,,"Capsicum",,"500","gm","(3 to 5 pcs)",,,,,"Other Vegetables",,,,"1",,,,"Green",,,,,,"15","15","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"http://3.imimg.com/data3/FR/OU/MY-7084652/green-capsicum-500x500.jpg","current"
"CVG6U381JX0N","cut_vegetable",,,"Radish",,"500","gm",,,,,,"Cut Vegetables",,,,"1",,,,"White",,,"Sliced",,,"16","16","Fruits & Vegetables>Cut Vegetables",,"http://www.burpee.com/images/MEDIA_ProductCatalog/m180091_p52021_lg.jpg","current"
"VGTGW6BLY9ZL","vegetable",,,"Brinjal","Long","500","gm",,,,,,"Other Vegetables",,,,"1",,,,"Green",,,,,,"24","24","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"http://www.cukzy.com/wp-content/uploads/green-brinjal.jpg","current"
"VGTCQLIR899Z","vegetable",,,"Parwal",,"250","gm",,,,,,"Other Vegetables",,,,"0",,,,,,,,,,"23","23","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"http://www.yededo.com/uploads/parwal1.jpg","current"
"FJCKXEKWLNHJ","fruit",,,"Mango","Alphonso","250","gm","(1 to 2 pcs)",,,,,"Mango",,,,"2",,,,,,,,,,"42","42","Fruits & Vegetables>Fresh Fruits>Mango",,"http://www.organicgarden.co.in/images/uploads/products/c0638ff3-5a70-4b49-a83f-204930e17c371.jpg","hidden"
"OVG6T0TCBJHZ","organic_vegetable",,,"Beetroot","Hill","500","gm",,,,,,"Organic Vegetables",,,,"0",,,,,"Organic",,,,,"25","25","Fruits & Vegetables>Organic Vegetables",,"http://cdn.shopify.com/s/files/1/0366/5681/products/Beetroot_-_website_7517b04a-7fce-4b82-b910-44cd359f02ca_large.jpg?v=1394768564","current"
"VGT4BI9N41PD","vegetable",,,"Lettuce","Iceberg","1","Kg",,,,,,"Exotic Vegetables",,,,"3",,,,,,,,,,"60","60","Fruits & Vegetables>Fresh Vegetables>Exotic Vegetables",,"http://cupcakepolice.com/wp-content/uploads/2015/03/Iceberglettuce.jpg","current"
"VGTZAEQ6674O","vegetable",,,"Curry Leaves",,"1","Kg","(30-40 bunches)",,,,,"Leafy Vegetables",,,,"3",,,,,,,,,,"75","75","Fruits & Vegetables>Fresh Vegetables>Leafy Vegetables",,"https://www.organicfacts.net/wp-content/uploads/2013/05/Curryleaves.jpg?bcd87c","current"
"FJCV4M4QSSLW","fruit",,,"Orange","Naval","1","Kg","(4 to 6 pcs)",,,,,"Orange & Sweet Lime",,,,"1",,,,,,,,,,,,"Fruits & Vegetables>Fresh Fruits>Orange & Sweet Lime",,"http://bigbasket.com/media/uploads/p/l/10000575-2_4-fresho-orange-naval.jpg","hidden"
"VGTVLPOUWHMG","vegetable",,,"Tomato","Premium","250","gm","(2 to 6 pcs)",,,,,"Tomato",,,,"2",,,,,,,,,,"9","9","Fruits & Vegetables>Fresh Vegetables>Potato, Onion & Tomato",,"http://www.subzioncall.com/media/catalog/product/cache/1/image/600x600/9df78eab33525d08d6e5fb8d27136e95/p/r/premium2.jpg","current"
"VGTX8021GZ9P","vegetable",,,"Pumpkin (kaddu)",,"250","gm",,,,,,"Other Vegetables",,,,"1",,,,"Green",,,,,,"8","8","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"http://www.torange.us/photo/34/13/Green-pumpkin-with-no-background-1413816799_74.jpg","current"
"OVGOG3RNF207","organic_vegetable",,,"Onion",,"250","gm",,,,,,"Organic Vegetables",,,,"2",,,,,"Organic",,,,,"0","0","Fruits & Vegetables>Organic Vegetables",,"https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSfyADu5JqHVZR61hXybjSADPaV8Qe29HW5dUjw9h2so6SMNW5W","hidden"
"CVG8AGVEQ5C7","cut_vegetable",,,"Ginger",,"500","gm",,,,,,"Cut Vegetables",,,,"2",,,,,,,"Chopped",,,"80","80","Fruits & Vegetables>Cut Vegetables",,"http://www.finecooking.com/CMS/uploadedimages/Images/Cooking/Articles/recipe_maker/chopped_fresh_ginger_med.jpg","current"
"VGT5CZWHBIXC","vegetable",,,"Cherry Tomato",,"1","Kg",,,,,,"Exotic Vegetables",,,,"2",,,,"Red",,,,,,"160","160","Fruits & Vegetables>Fresh Vegetables>Exotic Vegetables",,"http://www.emergencyoutdoors.com/images/red-cherry-tomato-01-lg.jpg","current"
"CVGXVX6L263W","cut_vegetable",,,"Bitter Gourd",,"250","gm",,,,,,"Cut Vegetables",,,,"0",,,,,,,"Sliced",,,,,"Fruits & Vegetables>Cut Vegetables",,"http://www.aumfresh.com/upload/product/zoom/158/Bitter%20gourd%202.jpg","hidden"
"VGTL32AD1F1O","vegetable",,,"Brinjal","Varikatri","1","Kg","(8 to 10 pcs)",,,,,"Other Vegetables",,,,"2",,,,,,,,,,"25","25","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"http://bigbasket.com/media/uploads/p/l/10000059_14-fresho-brinjal-varikatri-grade-a.jpg","current"
"VGTZI73QMRVY","vegetable",,,"Lettuce","Oak","1","Kg",,,,,,"Exotic Vegetables",,,,"3",,,,"Red",,,,,,"69","69","Fruits & Vegetables>Fresh Vegetables>Exotic Vegetables",,"http://gothamgreens.com/img/produce/Large_new/RedLeafLettuce-00.jpg","current"
"VGT5762JEY72","vegetable",,,"Potato","Sweet","250","gm",,,,,,"Potato",,,,"0",,,,,,,,,,"12","12","Fruits & Vegetables>Fresh Vegetables>Potato, Onion & Tomato",,"http://delraycra.org/wp-content/uploads/2012/02/sweet-potato.jpg","current"
"VGTYANOK5L24","vegetable",,,"Sprouts","Horse Gram","1","Kg",,,,,,"Other Vegetables",,,,"3",,,,,,,,,,"150","150","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcT-2XXZHT2jxfA6rpQY_1UF-ciH3UWRQ83qOE95NXZ372DngDz5","current"
"VGT4I7X3Q8ZE","vegetable",,,"Beans","Cluster","250","gm",,,,,,"Other Vegetables",,,,"0",,,,,,,,,,"12","12","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"http://vegcloud.in/media/catalog/product/g/a/gawar1.png","current"
"FJCHF3EVTJKX","fruit",,,"Grapes","Imported","100","gm",,,,,,"Others",,,,"1",,,,,,,,,,"48","48","Fruits & Vegetables>Fresh Fruits>Others",,"http://images.nitrosell.com/product_images/13/3108/large-grapes-red-imported-united.jpg","hidden"
"VGTMPN7NZJDW","vegetable",,,"Beans","French (Stringless)","250","gm",,,,,,"Other Vegetables",,,,"0",,,,,,,,,,"17","17","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQ2lRMkRa8y4V9HwQuVUdd5ktTM8cCrjz3NEesPkroOxCyQhR9UpQ","current"
"CVG6UCO364XW","cut_vegetable",,,"Raw Banana",,"500","gm",,,,,,"Cut Vegetables",,,,"1",,,,,,,"Diced",,,"18","18","Fruits & Vegetables>Cut Vegetables",,"http://www.dailygarnish.com/wp-content/uploads/2010/09/IMG_0522640x479_thumb.jpg","current"
"VGTWWFUUJI5C","vegetable",,,"Pumpkin (kaddu)",,"1","Kg",,,,,,"Other Vegetables",,,,"2",,,,"Red",,,,,,"35","35","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"http://www.organicgarden.co.in/images/uploads/products/9e55e943-6fdc-456e-ba58-031b11adb5111.png","current"
"VGT8UJW78IIQ","vegetable",,,"Beans","Yardlong","500","gm",,,,,,"Other Vegetables",,,,"1",,,,,,,,,,"26","26","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"http://www.aggarwal.ch/images/10859Long%20Beans%20Thai.jpg","current"
"VGTV6AX8FR4T","vegetable",,,"Coriander","Hybrid","500","gm",,,,,,"Leafy Vegetables",,,,"2",,,,,,,,,,"35","35","Fruits & Vegetables>Fresh Vegetables>Leafy Vegetables",,"http://www.easymandi.com/9614-3779-thickbox/coriander-hybrid-grade-a.jpg","current"
"OVGPATLZV9B6","organic_vegetable",,,"Beans","Broad","500","gm",,,,,,"Organic Vegetables",,,,"1",,,,,"Organic",,,,,"0","0","Fruits & Vegetables>Organic Vegetables",,"http://www.moffatcan.org/shop/wp-content/uploads/2014/06/broad-beans.jpg","hidden"
"VGTLOI85YJZ0","vegetable",,,"Baby Corn",,"1","Kg",,,,,,"Other Vegetables",,,,"3",,,,,,,,,,"150","150","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"http://www.lasalad.com/images/Web%20Use/Baby%20Corn.jpg","current"
"CVG69JBVIAWR","cut_vegetable",,,"Beetroot",,"250","gm",,,,,,"Cut Vegetables",,,,"0",,,,,,,"Julienne",,,,,"Fruits & Vegetables>Cut Vegetables",,"http://www.expressfresh.com.au/images/proceesed_20.jpg","hidden"
"FJC0KD4HH3VV","fruit",,,"Pomegranate","Peeled","500","gm",,,,,,"Others",,,,"1",,,,,,,,,,"90","90","Fruits & Vegetables>Fresh Fruits>Others",,"http://bigbasket.com/media/uploads/p/l/40005823_4-fresho-pomegranate-peeled.jpg","hidden"
"CVGUKN397MK6","cut_vegetable",,,"Tomato",,"100","gm",,,,,,"Cut Vegetables",,,,"1",,,,,,,"Diced",,,,,"Fruits & Vegetables>Cut Vegetables",,"http://www.prodexfresh.ca//images/default//prodex_thumbnails/PRE-CUT_TOMATO_ROMA_DICED_TOMDICCA%201_Large.png","hidden"
"VGTPMODYXXBA","vegetable",,,"Onion",,"5","Kg",,,,,,"Onion",,,,"3",,,,"White",,,,,,"500","500","Fruits & Vegetables>Fresh Vegetables>Potato, Onion & Tomato",,"http://www.justysproduce.com/images/white_onions.jpg","current"
"VGTVXRVS7ZWY","vegetable",,,"Pudina",,"100","gm","(1-2 bunches)",,,,,"Leafy Vegetables",,,,"0",,,,,,,,,,"8","8","Fruits & Vegetables>Fresh Vegetables>Leafy Vegetables",,"http://www.renaissanceherbs.com.au/system/0000/0462/mint_leaves__Medium_.jpg","current"
"CVG8ENBK7IF3","cut_vegetable",,,"Raw Banana",,"500","gm",,,,,,"Cut Vegetables",,,,"1",,,,,,,"Sliced",,,"18","18","Fruits & Vegetables>Cut Vegetables",,"http://www.villaandina.com/Repositorio/Dried_Banana.jpg","current"
"VGTLFO4E92R7","vegetable",,,"Carrot (gajar)","Baby","1","Kg",,,,,,"Root Vegetables",,,,"2",,,,,,,,,,"100","100","Fruits & Vegetables>Fresh Vegetables>Root Vegetables",,"http://www.homemade-baby-food-recipes.com/image-files/carrotbabyfoodrecipes.jpg","current"
"OVG9SFN9N8W3","organic_vegetable",,,"Celery",,"250","gm",,,,,,"Organic Vegetables",,,,"1",,,,,"Organic",,,,,"0","0","Fruits & Vegetables>Organic Vegetables",,"http://img.webmd.com/dtmcms/live/webmd/consumer_assets/site_images/articles/health_tools/organic_produce_slideshow/istock_photo_of_celery.jpg","hidden"
"CFRAN6AQZ2Q0","cut_fruit",,,"Papaya",,"1","Kg",,,,,,"Cut Fruits",,,,"2",,,,,,,"Diced",,,"36","36","Fruits & Vegetables>Cut Fruits",,"http://bigbasket.com/media/uploads/p/l/40019380_1-fresho-diced-papaya.jpg","current"
"VGTFSDHPYZG4","vegetable",,,"Lemon",,"100","gm","(3 to 5 pcs)",,,,,"Lemon",,,,"0",,,,,,,,,,"9","9","Fruits & Vegetables>Fresh Vegetables>Chilli, Lemon, Garlic & Ginger",,"http://www.fut-science.com/wp-content/uploads/2014/06/Lemon.jpg","current"
"VGT4IX469F4B","vegetable",,,"Sprouts","Channa","500","gm",,,,,,"Other Vegetables",,,,"2",,,,"Brown",,,,,,"100","100","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"http://www.chennaihomeshop.com/image/cache/data/PROVISION/10000467_3-bb-royal-channa-brown-500x500.jpg","current"
"CVGE7W8NI2Z1","cut_vegetable",,,"Carrot (gajar)",,"1","Kg",,,,,,"Cut Vegetables",,,,"2",,,,,,,"Sliced",,,,,"Fruits & Vegetables>Cut Vegetables",,"http://www.eztrolley.com/product_image/sliced_carrot.jpg","hidden"
"CVGY8PP3A04O","cut_vegetable",,,"Cucumber (kheera)",,"500","gm",,,,,,"Cut Vegetables",,,,"2",,,,,,,"Sliced",,,"20","20","Fruits & Vegetables>Cut Vegetables",,"http://www.foodsafetynews.com/files/2013/05/SlicedCucumberMain1.jpg","current"
"FJCE7PI4K0OL","fruit",,,"Guava",,"250","gm","(2 to 4 pcs)",,,,,"Others",,,,"0",,,,,,,,,,"22","22","Fruits & Vegetables>Fresh Fruits>Others",,"https://www.organicfacts.net/wp-content/uploads/2013/05/Guava2.jpg","current"
"FJCZW6OV9HNQ","fruit",,,"Apple","Indian","500","gm","(3 to 5 pcs)",,,,,"Apple",,,,"1",,,,,,,,,,"75","75","Fruits & Vegetables>Fresh Fruits>Apple",,"http://www.sabjionwheels.com/img/AK11.jpg","current"
"VGTV7KHUI4F6","vegetable",,,"Lettuce","Oak","100","gm",,,,,,"Exotic Vegetables",,,,"0",,,,"Red",,,,,,"7","7","Fruits & Vegetables>Fresh Vegetables>Exotic Vegetables",,"http://gothamgreens.com/img/produce/Large_new/RedLeafLettuce-00.jpg","current"
"VGTDTN7C71HL","vegetable",,,"Onion","Skinned - Peeled","250","gm",,,,,,"Onion",,,,"0",,,,"Red",,,,,,"30","30","Fruits & Vegetables>Fresh Vegetables>Potato, Onion & Tomato",,"http://imageshotfrogsg.blob.core.windows.net/companies/Banus-Holdings/images/Banus-Holdings_9935_image.jpg","current"
"VGTQ0DOOYJX2","vegetable",,,"Brinjal","Stripes","250","gm","(3 to 5 pcs)",,,,,"Other Vegetables",,,,"0",,,,"Purple",,,,,,"11","11","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"http://portalvhds26k4f5tktj3ck.blob.core.windows.net/spotpics/sp28216.jpg","current"
"OVGAULXSQ1CH","organic_vegetable",,,"Lettuce",,"100","gm",,,,,,"Organic Vegetables",,,,"0",,,,"Red","Organic",,,,,"0","0","Fruits & Vegetables>Organic Vegetables",,"http://www.nutritionhealthconnection.com/images/Leafy-Greens/Red-Leaf-Lettuce-Main.jpg","hidden"
"FJCKQ9589MWC","fruit",,,"Mango","Neelam","500","gm","(3 to 5 pcs)",,,,,"Mango",,,,"0",,,,,,,,,,"50","50","Fruits & Vegetables>Fresh Fruits>Mango",,"http://img.21food.com/20110609/product/1305249523875.jpg","hidden"
"CVGQBB9OI9RN","cut_vegetable",,,"Capsicum",,"250","gm",,,,,,"Cut Vegetables",,,,"0",,,,,,,"Sliced",,,"35","35","Fruits & Vegetables>Cut Vegetables",,"http://www.goodfoodmadesimple.com/wp-content/uploads/2015/03/products_green-bell-pepper.jpg","current"
"FJCJHRLUIN9I","fruit",,,"Orange","Indian","500","gm","(2 to 5 pcs)",,,,,"Orange & Sweet Lime",,,,"0",,,,,,,,,,"38","38","Fruits & Vegetables>Fresh Fruits>Orange & Sweet Lime",,"http://bigbasket.com/media/uploads/p/l/10000266-2_23-fresho-orange-nagpur.jpg","current"
"VGTDEKAVVLAF","vegetable",,,"Carrot (gajar)","Baby","250","gm",,,,,,"Root Vegetables",,,,"0",,,,,,,,,,"25","25","Fruits & Vegetables>Fresh Vegetables>Root Vegetables",,"http://www.homemade-baby-food-recipes.com/image-files/carrotbabyfoodrecipes.jpg","current"
"VGTEZOVE8YK9","vegetable",,,"Mushrooms","Button","100","gm",,,,,,"Other Vegetables",,,,"1",,,,,,,,,,"23","23","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"http://greenkirana.com/UploadImages/ProductsImages/130413221799466286.jpg","current"
"VGTL95W7B768","vegetable",,,"Cauliflower",,"250","gm",,,,,,"Other Vegetables",,,,"0",,,,,,,,,,"11","11","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"http://freshopper.com/image/cache//Cauliflower-2-700x700.jpg","current"
"VGT22WYZVPFS","vegetable",,,"Sprouts","Channa","1","Kg",,,,,,"Other Vegetables",,,,"3",,,,"Brown",,,,,,"200","200","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"http://www.chennaihomeshop.com/image/cache/data/PROVISION/10000467_3-bb-royal-channa-brown-500x500.jpg","current"
"FJC9XGBZQEWH","fruit",,,"Grapes","Sharad","100","gm",,,,,,"Others",,,,"1","Seedless",,,,,,,,,"16","16","Fruits & Vegetables>Fresh Fruits>Others",,"http://iabfruits.com/images/gallery/grapes/black-seedless-grapes.jpg","current"
"CVG7SZ3EY80E","cut_vegetable",,,"Lady Finger (bhendi)",,"500","gm",,,,,,"Cut Vegetables",,,,"1",,,,,,,"Diced",,,,,"Fruits & Vegetables>Cut Vegetables",,"https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRdDhaF8bSaRurbEImRcSa-9Z9AQVyocOgwV8JwlmiaSpbhsWvZ","hidden"
