"product_id","vertical_id","bar_code","brand","name","variety","quantity","quantity_qualifier","packaged_quantity","packaged_quantity_qualifier","discount","expiry_date","frag_flav_scent","fulfillment_tag","offer_percentage","offer_text","offer_value","product_display_order","seed_seedless","seller_name","state","type_by_colour","type_by_organic","type_by_pesticide","type_by_state_of_product","type_of_packing","vat_pcnt","mrp","ola_selling_price","primary_category_path","secondary_category_path","image_url","product_status"
"VGTYIK388FTZ","vegetable",,,"Brinjal",,"500","gm",,,,,,"Other Vegetables",,,,"1",,,,"Green",,,,,,"25","25","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"http://www.in.all.biz/img/in/catalog/270864.jpeg","current"
"CVGRGD9D16J8","cut_vegetable",,,"Onion","Thin","500","gm",,,,,,"Cut Vegetables",,,,"2",,,,,,,"Sliced",,,,,"Fruits & Vegetables>Cut Vegetables",,"http://www.johnnyprimesteaks.com/wp-content/uploads/2014/12/red-onion-powerful-natural-antibiotic-that-can-treat-the-following-health-conditions1.jpg","hidden"
"CVGE70KXTI1J","cut_vegetable",,,"Broccoli",,"500","gm",,,,,,"Cut Vegetables",,,,"1",,,,,,,"Florets",,,,,"Fruits & Vegetables>Cut Vegetables",,"http://scene7.samsclub.com/is/image/samsclub/0070935189133_A?$img_size_380x380$","hidden"
"VGTZYCPTNK72","vegetable",,,"Beans","Double","500","gm",,,,,,"Other Vegetables",,,,"2",,,,,,,,,,"30","30","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"http://portfolio.milliardinfotech.com/foodle/product-description/grocrey/pulses/files/product/resize/big/127.jpg","current"
"FJCTFP54RPPP","fruit",,,"Jackfruit","Unripened","2.5","Kg",,,,,,"Others",,,,"3",,,,,,,,,,"175","175","Fruits & Vegetables>Fresh Fruits>Others",,"http://seedenvy.com/wp-content/uploads/2013/08/jack-fruit-wh.jpg","current"
"FJCHRISZBMOY","fruit",,,"Mango","Himapasand","1","Kg","(5 to 8 pcs)",,,,,"Mango",,,,"1",,,,,,,,,,"120","120","Fruits & Vegetables>Fresh Fruits>Mango",,"http://www.freshfruitportal.com/wp-content/uploads/2013/05/mango_47852692.jpg","hidden"
"CVGF8L7J368A","cut_vegetable",,,"Carrot (gajar)",,"1","Kg",,,,,,"Cut Vegetables",,,,"2",,,,,,,"Julienne",,,,,"Fruits & Vegetables>Cut Vegetables",,"http://cdn.shopify.com/s/files/1/0206/9470/products/carrot_julienne_1024x1024.jpg?v=1410737712","hidden"
"VGTGJJ2O4ISS","vegetable",,,"Beans","French","250","gm",,,,,,"Other Vegetables",,,,"0",,,,,,,,,,"20","20","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"http://freshnpack.com/assets/upload/product/French_Beans__(Fansi)_1392595200.png","current"
"VGTR7I6Q5M6V","vegetable",,,"Lettuce","Lolla Rossa","100","gm",,,,,,"Exotic Vegetables",,,,"0",,,,,,,,,,"7","7","Fruits & Vegetables>Fresh Vegetables>Exotic Vegetables",,"http://www.organicseed.co.za/212-573-thickbox/lollo-rossa-darkness-lettuce.jpg","current"
"CVGJDZINSTDK","cut_vegetable",,,"Amaranthus",,"500","gm",,,,,,"Cut Vegetables",,,,"2",,,,"Red",,,"Chopped",,,"90","90","Fruits & Vegetables>Cut Vegetables",,"http://vegrec.vegrecipesofindi.netdna-cdn.com/wp-content/uploads/2015/02/tambdi-bhaji-recipe2.jpg","current"
"OVGLQBI3JK6C","organic_vegetable",,,"Garlic",,"250","gm",,,,,,"Organic Vegetables",,,,"1",,,,,"Organic",,,,,"39","39","Fruits & Vegetables>Organic Vegetables",,"http://garlicoleoresin.com/images/main.jpg","current"
"VGT449I0DMFR","vegetable",,,"Cucumber (kheera)","Hybrid","1","Kg","(8 to 10 pcs)",,,,,"Other Vegetables",,,,"2",,,,,,,,,,"17","17","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"http://www.indamseeds.com/sites/default/files/Picture26.jpg?1367044487","current"
"CVGYTAE8FXEH","cut_vegetable",,,"Beans","Cowpea","250","gm",,,,,,"Cut Vegetables",,,,"0",,,,,,,"Diced",,,"16","16","Fruits & Vegetables>Cut Vegetables",,"http://beprepared.com/wordpress/wp-content/uploads/2013/11/iStock_000015136319XSmall-diced-green-beans-300x200.jpg","current"
"VGT7NCNG4N1R","vegetable",,,"Baby Corn",,"500","gm",,,,,,"Other Vegetables",,,,"2",,,,,,,,,,"75","75","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"http://www.lasalad.com/images/Web%20Use/Baby%20Corn.jpg","current"
"OVG84BT62PSB","organic_vegetable",,,"Tomato","Hybrid","500","gm","(6 to 10 pcs)",,,,,"Organic Vegetables",,,,"1",,,,,"Organic",,,,,"6","6","Fruits & Vegetables>Organic Vegetables",,"http://bigbasket.com/media/uploads/p/l/10000201_9-fresho-tomato-hybrid-grade-a.jpg","current"
"VGTC33K1E72O","vegetable",,,"Tomato","Country","250","gm","(2 to 6 pcs)",,,,,"Tomato",,,,"2",,,,,,,,,,"4","4","Fruits & Vegetables>Fresh Vegetables>Potato, Onion & Tomato",,"https://www.agra-net.net/agra/incoming/article468587.ece/ALTERNATES/w620/tomatoes+on+white_65233660.jpg","current"
"VGTDQWDHLNVP","vegetable",,,"Lemon",,"1","Kg","(15 to 20 pcs)",,,,,"Lemon",,,,"3",,,,,,,,,,"90","90","Fruits & Vegetables>Fresh Vegetables>Chilli, Lemon, Garlic & Ginger",,"http://www.fut-science.com/wp-content/uploads/2014/06/Lemon.jpg","current"
"VGTEZLXGOJ0X","vegetable",,,"Brinjal","Varikatri","500","gm","(5 to 7 pcs)",,,,,"Other Vegetables",,,,"1",,,,,,,,,,"13","13","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"http://bigbasket.com/media/uploads/p/l/10000059_14-fresho-brinjal-varikatri-grade-a.jpg","current"
"VGTSLILFPG4Z","vegetable",,,"Chow Chow",,"500","gm",,,,,,"Other Vegetables",,,,"1",,,,,,,,,,"20","20","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"http://buyvegetableonline.com/image/cache/data/chow-chow_buyvegetableonline-500x500.jpg","current"
"VGTKK2B7NF97","vegetable",,,"Beans","French (Stringless)","1","Kg",,,,,,"Other Vegetables",,,,"2",,,,,,,,,,"68","68","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQ2lRMkRa8y4V9HwQuVUdd5ktTM8cCrjz3NEesPkroOxCyQhR9UpQ","current"
"FJC3T37NR93Y","fruit",,,"Grapes","Imported","1","Kg",,,,,,"Others",,,,"3",,,,,,,,,,"480","480","Fruits & Vegetables>Fresh Fruits>Others",,"http://images.nitrosell.com/product_images/13/3108/large-grapes-red-imported-united.jpg","hidden"
"VGTUYGHVDKB1","vegetable",,,"Potato",,"1","Kg",,,,,,"Potato",,,,"0",,,,,,,,,,"19","19","Fruits & Vegetables>Fresh Vegetables>Potato, Onion & Tomato",,"http://www.exeterengineering.com/wp-content/uploads/2014/07/potatoes.jpg","current"
"FJCUKX8C6CXT","fruit",,,"Plums",,"500","gm",,,,,,"Exotic Fruits",,,,"1",,,,,,,,,,"225","225","Fruits & Vegetables>Fresh Fruits>Exotic Fruits",,"https://upload.wikimedia.org/wikipedia/commons/2/24/Red-Plums.jpg","current"
"VGTW0U37U62Y","vegetable",,,"Cabbage","Baby","250","gm",,,,,,"Other Vegetables",,,,"0",,,,"Green",,,,,,"9.5","9.5","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"http://www.babycarecare.com/wp-content/uploads/2013/12/cabbage-300x281.jpg","current"
"VGTGFADG8KKM","vegetable",,,"Celery",,"500","gm",,,,,,"Exotic Vegetables",,,,"2",,,,,,,,,,"30","30","Fruits & Vegetables>Fresh Vegetables>Exotic Vegetables",,"http://www.naturalcuresandhomeremedies.com/wp-content/uploads/2015/03/read-about-the-numerous-benefits-of-celery1.jpg","current"
"OVGL9TWNNB8T","organic_vegetable",,,"Potato","Ooty","1","Kg",,,,,,"Organic Vegetables",,,,"0",,,,,"Organic",,,,,"0","0","Fruits & Vegetables>Organic Vegetables",,"http://3.imimg.com/data3/XC/VO/MY-11229974/indian-potatoes-250x250.jpg","hidden"
"VGTHPMILEY7S","vegetable",,,"Cabbage",,"1","Kg",,,,,,"Other Vegetables",,,,"2",,,,"Green",,,,,,"23","23","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"http://i1.ppfry.com/media/catalog/product/n/u/800x880/nurturing-green-cabbage-seeds-nurturing-green-cabbage-seeds-cizwrp.jpg","current"
"VGTPA1OIWZIY","vegetable",,,"Carrot (gajar)","Delhi","100","gm",,,,,,"Root Vegetables",,,,"3",,,,,,,,,,"4","4","Fruits & Vegetables>Fresh Vegetables>Root Vegetables",,"http://farm2home.co/image/cache/data/12-carrotsorange-500x500.jpg","current"
"VGTS8JUCV2R4","vegetable",,,"Tomato","Burger","1","Kg","(10 to 16 pcs)",,,,,"Tomato",,,,"0",,,,,,,,,,"74","74","Fruits & Vegetables>Fresh Vegetables>Potato, Onion & Tomato",,"https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRo6wMhGENzWlbRV0WQsSjzr4zUrOmvjG5UmR8wNrnfGx3FyeC0","hidden"
"CFRG7NHZTNF5","cut_fruit",,,"Water Melon",,"250","gm",,,,,,"Cut Fruits",,,,"0",,,,,,,"Diced",,,"7","7","Fruits & Vegetables>Cut Fruits",,"http://www.womenshealthmag.com/files/images/1007-us-your-melon.jpg","current"
"FJCMNGU476HU","fruit",,,"Tamarind (imli)","Sweet","500","gm",,,,,,"Others",,,,"1",,,,,,,,,,"180","180","Fruits & Vegetables>Fresh Fruits>Others",,"http://www.pnkmarketing.com/pimg/p1828f11.jpg","current"
"CVGCJSIUM5ZO","cut_vegetable",,,"Sweet Corn",,"250","gm",,,,,,"Cut Vegetables",,,,"0",,,,,,,"Pellets",,,"15","15","Fruits & Vegetables>Cut Vegetables",,"http://www.carpzoom.com/images/product/sweet_baby_corn_pellets11.png","current"
"FJC24IZ65YJY","fruit",,,"Kiwi",,"250","gm","(2 to 4 pcs)",,,,,"Exotic Fruits",,,,"0",,,,,,,,,,"100","100","Fruits & Vegetables>Fresh Fruits>Exotic Fruits",,"http://tebavegets.com/wp-content/uploads/2015/01/shutterstock_93825898-1024x713.jpeg","hidden"
"VGTMAGMTZK3J","vegetable",,,"Tomato","Regular","1","Kg","(10 to 16 pcs)",,,,,"Tomato",,,,"0",,,,,,,,,,"20","20","Fruits & Vegetables>Fresh Vegetables>Potato, Onion & Tomato",,"http://www.bountyfarm.net/UploadFiles/201257143248595.jpg","current"
"VGTZVMKQWEXL","vegetable",,,"Onion",,"250","gm",,,,,,"Onion",,,,"2",,,,"White",,,,,,"25","25","Fruits & Vegetables>Fresh Vegetables>Potato, Onion & Tomato",,"http://www.justysproduce.com/images/white_onions.jpg","current"
"VGTZV3ETA51X","vegetable",,,"Pumpkin (kaddu)","Japanese Kabocha","250","gm",,,,,,"Other Vegetables",,,,"1",,,,,,,,,,"8","8","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"http://static1.squarespace.com/static/527ac5d0e4b07965b54bb773/52e5243ae4b07ca599e05e40/52e7cfd4e4b04dc8772c61de/1402344307768/shutterstock_111291533.jpg?format=1000w","current"
"FJC0BECHGPLU","fruit",,,"Guava",,"500","gm","(4 to 6 pcs)",,,,,"Others",,,,"1",,,,,,,,,,"43","43","Fruits & Vegetables>Fresh Fruits>Others",,"https://www.organicfacts.net/wp-content/uploads/2013/05/Guava2.jpg","current"
"VGT0OTSUJSHK","vegetable",,,"Amaranthus",,"1","Kg","(3-4 bunches)",,,,,"Leafy Vegetables",,,,"3",,,,"Red",,,,,,"280","280","Fruits & Vegetables>Fresh Vegetables>Leafy Vegetables",,"http://www.nabatdelivery.com/wp-content/uploads/2014/05/amaranthus-red-harive-local.jpg","current"
"CVGYIUPIYUMG","cut_vegetable",,,"Carrot (gajar)",,"250","gm",,,,,,"Cut Vegetables",,,,"0",,,,,,,"Strips",,,"7.5","7.5","Fruits & Vegetables>Cut Vegetables",,"http://www.markon.com/sites/default/files/styles/product_banner/public/prdimg/RSS_Carrots_Sticks_0.jpg?itok=2lPxj1cr","current"
"FJCPG3KY9TD7","fruit",,,"Mango","Rumani","500","gm","(3 to 5 pcs)",,,,,"Mango",,,,"0",,,,,,,,,,"40","40","Fruits & Vegetables>Fresh Fruits>Mango",,"https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTAXi8F4XTsdl2gfcLPcWkc7HWbKOhfc8v1R6lUktovgn4b7NGv","hidden"
"CVG9EH4EY8OU","cut_vegetable",,,"Amaranthus",,"250","gm",,,,,,"Cut Vegetables",,,,"1",,,,"Green",,,"Chopped",,,,,"Fruits & Vegetables>Cut Vegetables",,"http://cdn.awesomecuisine.com/wp-content/uploads/2014/03/arai_keerai.jpg","hidden"
"FJC5H9XTFKAS","fruit",,,"Orange","Nagpur","250","gm","(1 to 3 pcs)",,,,,"Orange & Sweet Lime",,,,"2",,,,,,,,,,"28","28","Fruits & Vegetables>Fresh Fruits>Orange & Sweet Lime",,"http://greenovegan.com/sites/default/files/styles/product_medium/public/3_6.jpg?itok=KkPUain3","current"
"CFRW7QWSMTUO","cut_fruit",,,"Coconut",,"500","gm",,,,,,"Cut Fruits",,,,"2",,,,,,,"Grated",,,"25","25","Fruits & Vegetables>Cut Fruits",,"https://nuts.com/images/auto/801x534/assets/26c1238e947cc90e.jpg","current"
"VGTSNIBDO684","vegetable",,,"Cabbage",,"500","gm",,,,,,"Other Vegetables",,,,"0",,,,"Green",,,,,,"12","12","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"http://i1.ppfry.com/media/catalog/product/n/u/800x880/nurturing-green-cabbage-seeds-nurturing-green-cabbage-seeds-cizwrp.jpg","current"
"VGTFU4BNW6D0","vegetable",,,"Brinjal","Long","1","Kg",,,,,,"Other Vegetables",,,,"2",,,,"Green",,,,,,"48","48","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"http://www.cukzy.com/wp-content/uploads/green-brinjal.jpg","current"
"VGTV2HL172WV","vegetable",,,"Capsicum",,"1","Kg","(6 to 8 pcs)",,,,,"Exotic Vegetables",,,,"2",,,,"Orange",,,,,,"120","120","Fruits & Vegetables>Fresh Vegetables>Exotic Vegetables",,"http://trolley.ae/image/cache/data/nobarcode/Capsicum_Orange_Holland-500x500.jpg","current"
"VGTLLPP1ZRK1","vegetable",,,"Sprouts","Channa","100","gm",,,,,,"Other Vegetables",,,,"0",,,,"Brown",,,,,,"20","20","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"http://www.chennaihomeshop.com/image/cache/data/PROVISION/10000467_3-bb-royal-channa-brown-500x500.jpg","current"
"FJCF4P332OEU","fruit",,,"Dragon Fruit",,"500","gm",,,,,,"Exotic Fruits",,,,"0",,,,,,,,,,"100","100","Fruits & Vegetables>Fresh Fruits>Exotic Fruits",,"https://qflf.files.wordpress.com/2011/03/dragon-fruit.jpg","current"
"CFR7PGV9BMD7","cut_fruit",,,"Pineapple",,"500","gm",,,,,,"Cut Fruits",,,,"1",,,,,,,"Sliced",,,,,"Fruits & Vegetables>Cut Fruits",,"http://www.treatt.com/images/articleImages/Pineapple.jpg","hidden"
"VGTQSEFM87R6","vegetable",,,"Broccoli",,"250","gm",,,,,,"Exotic Vegetables",,,,"0",,,,,,,,,,"48","48","Fruits & Vegetables>Fresh Vegetables>Exotic Vegetables",,"http://www.profproduce.com/wp-content/uploads/2013/04/Broccoli.jpg","current"
"VGTOMG849DKT","vegetable",,,"Cabbage",,"250","gm",,,,,,"Other Vegetables",,,,"0",,,,"Red",,,,,,"20","20","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"http://ubuddirect.com/wp/wp-content/uploads/2014/12/Cabbage-Red-ariesta.jpg","current"
"CVGU8LURFZOU","cut_vegetable",,,"Beans",,"250","gm",,,,,,"Cut Vegetables",,,,"0",,,,,,,"Julienne",,,,,"Fruits & Vegetables>Cut Vegetables",,"http://www.norpac.com/images/products/consumer/French%20Cut%20Green%20Beans.jpg","hidden"
"VGTROJEWYD9E","vegetable",,,"Ridge Gourd (touri)",,"500","gm",,,,,,"Other Vegetables",,,,"0",,,,,,,,,,"14","14","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"http://3.imimg.com/data3/DE/SO/EMKTG-5547382/yahoo_site_admin-assets-images-ridge-gourd-250x250-245104510_std-250x250.jpg","current"
"VGTEN02LPFQX","vegetable",,,"Cabbage",,"750","gm",,,,,,"Other Vegetables",,,,"2",,,,,,,,,,"23","23","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"http://hyderabadbasket.in/956-thickbox_default/cabbage-small-grade-a-1-nos.jpg","current"
"FJCHO02B8DFJ","fruit",,,"Mango","Rumani","250","gm","(1 to 2 pcs)",,,,,"Mango",,,,"2",,,,,,,,,,"20","20","Fruits & Vegetables>Fresh Fruits>Mango",,"https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTAXi8F4XTsdl2gfcLPcWkc7HWbKOhfc8v1R6lUktovgn4b7NGv","hidden"
"VGTN6DDWQ2YQ","vegetable",,,"Capsicum","Hybrid","250","gm","(1 to 3 pcs)",,,,,"Other Vegetables",,,,"0",,,,"Green",,,,,,"16","16","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"http://bigbasket.com/media/uploads/p/l/10000067_15-fresho-capsicum-hybrid-green-grade-a.jpg","current"
"VGT895G2PFEV","vegetable",,,"Onion","Sambar - Peeled","1","Kg",,,,,,"Onion",,,,"2",,,,,,,,,,"125","125","Fruits & Vegetables>Fresh Vegetables>Potato, Onion & Tomato",,"http://freshopper.com/image/cache//peeled-onions-700x700.jpg","current"
"VGTSJU5OSP5I","vegetable",,,"Celery",,"1","Kg",,,,,,"Exotic Vegetables",,,,"3",,,,,,,,,,"59","59","Fruits & Vegetables>Fresh Vegetables>Exotic Vegetables",,"http://www.naturalcuresandhomeremedies.com/wp-content/uploads/2015/03/read-about-the-numerous-benefits-of-celery1.jpg","current"
"VGT9RDDUOYQK","vegetable",,,"Brinjal","Bottle","500","gm","(2 to 4 pcs)",,,,,"Other Vegetables",,,,"0",,,,,,,,,,"25","25","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"http://freshopper.com/image/cache//brinjal-bottle-shape-700x700.jpg","current"
"OVGZDNYNXQ9S","organic_vegetable",,,"Potato","Ooty","500","gm",,,,,,"Organic Vegetables",,,,"1",,,,,"Organic",,,,,"0","0","Fruits & Vegetables>Organic Vegetables",,"http://3.imimg.com/data3/XC/VO/MY-11229974/indian-potatoes-250x250.jpg","hidden"
"OVGAM9AYF7IW","organic_vegetable",,,"Lettuce",,"250","gm",,,,,,"Organic Vegetables",,,,"1",,,,"Green","Organic",,,,,"0","0","Fruits & Vegetables>Organic Vegetables",,"http://www.nutritionhealthconnection.com/images/Leafy-Greens/Green-Leaf-Lettuce-Main.jpg","hidden"
"CVG787O56K80","cut_vegetable",,,"Ginger",,"250","gm",,,,,,"Cut Vegetables",,,,"1",,,,,,,"Chopped",,,"40","40","Fruits & Vegetables>Cut Vegetables",,"http://www.finecooking.com/CMS/uploadedimages/Images/Cooking/Articles/recipe_maker/chopped_fresh_ginger_med.jpg","current"
"OVGL06VW2YTV","organic_vegetable",,,"Garlic",,"500","gm",,,,,,"Organic Vegetables",,,,"2",,,,,"Organic",,,,,"78","78","Fruits & Vegetables>Organic Vegetables",,"http://garlicoleoresin.com/images/main.jpg","current"
"CVGXURCMVDWT","cut_vegetable",,,"Capsicum",,"500","gm",,,,,,"Cut Vegetables",,,,"1",,,,,,,"Diced",,,"30","30","Fruits & Vegetables>Cut Vegetables",,"http://i1041.photobucket.com/albums/b419/vramadevan/Vaangibath/IMG_3623.jpg","current"
"VGT1NQHGF0OK","vegetable",,,"Pumpkin (kaddu)","Mangalore","500","gm",,,,,,"Other Vegetables",,,,"0",,,,,,,,,,"15","15","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"http://gogreenfarmfresh.com/images/detailed/0/pumpkin.jpg","current"
"CVG66QVCW2N9","cut_vegetable",,,"Carrot (gajar)",,"500","gm",,,,,,"Cut Vegetables",,,,"1",,,,,,,"Julienne",,,,,"Fruits & Vegetables>Cut Vegetables",,"http://cdn.shopify.com/s/files/1/0206/9470/products/carrot_julienne_1024x1024.jpg?v=1410737712","hidden"
"CVGVQG8TTLPH","cut_vegetable",,,"Bottle Gourd",,"500","gm",,,,,,"Cut Vegetables",,,,"1",,,,,,,"Diced",,,"24","24","Fruits & Vegetables>Cut Vegetables",,"http://readanddigest.com/wp-content/uploads/2013/03/Bottle-Gourd-Slices.jpg","current"
"VGTZPZLMF9OD","vegetable",,,"Cucumber (kheera)","Indian","1","Kg","(8 to 10 pcs)",,,,,"Other Vegetables",,,,"2",,,,,,,,,,"25","25","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcR1XV1vwJsp9nzw8k1Kg3fXQcTsnyRJ96-fQ0aOuZPLHSaXm-aq","current"
"CVGSBTT4J3FW","cut_vegetable",,,"Beetroot",,"1","Kg",,,,,,"Cut Vegetables",,,,"2",,,,,,,"Julienne",,,,,"Fruits & Vegetables>Cut Vegetables",,"http://www.expressfresh.com.au/images/proceesed_20.jpg","hidden"
"FJCJCFYHT1OL","fruit",,,"Muskmelon",,"1","Kg",,,,,,"Melon",,,,"2",,,,,,,,,,"40","40","Fruits & Vegetables>Fresh Fruits>Melon",,"http://freshnpack.com/assets/upload/product/MUSKMELON_1395100800.png","current"
"VGT5HY16VM9N","vegetable",,,"Tomato","Hybrid","250","gm","(2 to 6 pcs)",,,,,"Tomato",,,,"2",,,,,,,,,,"3","3","Fruits & Vegetables>Fresh Vegetables>Potato, Onion & Tomato",,"http://samyer.com/wp-content/uploads/2012/08/web-dyna-582.jpg","current"
"FJCWL1AH36L7","fruit",,,"Banana","Yelakki Semi Ripe","250","gm","(4 to 8 pcs)",,,,,"Banana",,,,"0",,,,,,,,,,"13","13","Fruits & Vegetables>Fresh Fruits>Banana",,"http://bigbasket.com/media/uploads/p/l/10000031_12-fresho-banana-yelakki-semi-ripe-grade-a.jpg","current"
"CVGRUSMVHMUH","cut_vegetable",,,"Sweet Corn",,"1","Kg",,,,,,"Cut Vegetables",,,,"2",,,,,,,"Pellets",,,"60","60","Fruits & Vegetables>Cut Vegetables",,"http://www.carpzoom.com/images/product/sweet_baby_corn_pellets11.png","current"
"VGTMGLHDASX7","vegetable",,,"Baby Corn","Peeled","1","Kg","(4-5 packs)",,,,,"Other Vegetables",,,,"2",,,,,,,,,,"130","130","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"http://www.buygreenz.com/content/images/thumbs/0000026_baby_corn_peeled_pkt_200gms_300.jpeg","current"
"VGTPDH0QO5F7","vegetable",,,"Beans","Cluster","1","Kg",,,,,,"Other Vegetables",,,,"2",,,,,,,,,,"48","48","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"http://vegcloud.in/media/catalog/product/g/a/gawar1.png","current"
"VGT0XLUUQZN8","vegetable",,,"Palak",,"250","gm",,,,,,"Leafy Vegetables",,,,"1",,,,"Green",,,,,,"13","13","Fruits & Vegetables>Fresh Vegetables>Leafy Vegetables",,"http://gnan.in/wp-content/uploads/2014/05/spinach.jpg","current"
"VGTBUU6A62ED","vegetable",,,"Tomato","San Marzanos","1","Kg","(10 to 16 pcs)",,,,,"Tomato",,,,"0",,,,,,,,,,,,"Fruits & Vegetables>Fresh Vegetables>Potato, Onion & Tomato",,"http://www.rosedalepizza.com/wp-content/uploads/2014/09/SanMarjano_Resized1.jpg.pagespeed.ce.5QZgj5mCIO.jpg","hidden"
"FJCAYLAE7ENB","fruit",,,"Tamarind (imli)","Sweet","250","gm",,,,,,"Others",,,,"0",,,,,,,,,,"90","90","Fruits & Vegetables>Fresh Fruits>Others",,"http://www.pnkmarketing.com/pimg/p1828f11.jpg","current"
"VGTMFOYIC09Y","vegetable",,,"Sprouts","Gram","250","gm",,,,,,"Other Vegetables",,,,"1",,,,"Green",,,,,,"53","53","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"https://happiebelle.files.wordpress.com/2012/04/img_2133.jpg","current"
"OVGO8D1Z93Y5","organic_vegetable",,,"Lady Finger (bhendi)",,"1","Kg",,,,,,"Organic Vegetables",,,,"2",,,,,"Organic",,,,,"48","48","Fruits & Vegetables>Organic Vegetables",,"http://www.falcon18.com/media/images/products/1012000/lady-finger-organic-1kg-24025.gif","current"
"VGTUYW20KW5S","vegetable",,,"Lettuce","Iceberg","100","gm",,,,,,"Exotic Vegetables",,,,"0",,,,,,,,,,"6","6","Fruits & Vegetables>Fresh Vegetables>Exotic Vegetables",,"http://cupcakepolice.com/wp-content/uploads/2015/03/Iceberglettuce.jpg","current"
"VGTL3P3WNP9J","vegetable",,,"Lemon",,"500","gm","(8 to 14 pcs)",,,,,"Lemon",,,,"2",,,,,,,,,,"45","45","Fruits & Vegetables>Fresh Vegetables>Chilli, Lemon, Garlic & Ginger",,"http://www.fut-science.com/wp-content/uploads/2014/06/Lemon.jpg","current"
"VGTT8QTQ33OL","vegetable",,,"Carrot (gajar)","Local","250","gm",,,,,,"Root Vegetables",,,,"0",,,,,,,,,,"15","15","Fruits & Vegetables>Fresh Vegetables>Root Vegetables",,"http://freshopper.com/image/cache/carrot-local-700x700.jpg","current"
"VGTE71D03N55","vegetable",,,"Potato",,"250","gm",,,,,,"Potato",,,,"3",,,,,,,,,,"5","5","Fruits & Vegetables>Fresh Vegetables>Potato, Onion & Tomato",,"http://www.exeterengineering.com/wp-content/uploads/2014/07/potatoes.jpg","current"
"CVG3RA3DOIKQ","cut_vegetable",,,"Cabbage",,"1","Kg",,,,,,"Cut Vegetables",,,,"2",,,,"Green",,,"Grated",,,"33","33","Fruits & Vegetables>Cut Vegetables",,"http://i1.ppfry.com/media/catalog/product/n/u/800x880/nurturing-green-cabbage-seeds-nurturing-green-cabbage-seeds-cizwrp.jpg","current"
"OVGW7XV8MUUD","organic_vegetable",,,"Potato","Ooty","5","Kg",,,,,,"Organic Vegetables",,,,"3",,,,,"Organic",,,,,"0","0","Fruits & Vegetables>Organic Vegetables",,"http://3.imimg.com/data3/XC/VO/MY-11229974/indian-potatoes-250x250.jpg","hidden"
"VGTQCI9OWMG3","vegetable",,,"Potato","Baby","5","Kg",,,,,,"Exotic Vegetables",,,,"3",,,,,,,,,,"200","200","Fruits & Vegetables>Fresh Vegetables>Exotic Vegetables",,"http://www.delmonte.ph/sites/default/files/image/kitchenomics/ingredients/main_image/main_baby-potato.png","current"
"VGTWDF25UPKE","vegetable",,,"Leeks",,"250","gm",,,,,,"Exotic Vegetables",,,,"1",,,,,,,,,,"33","33","Fruits & Vegetables>Fresh Vegetables>Exotic Vegetables",,"http://www.nortonstgrocer.com.au/wp-content/uploads/leeks1.jpg","current"
"VGTG1MWZDLKW","vegetable",,,"Beans Sprouts",,"250","gm",,,,,,"Other Vegetables",,,,"0",,,,,,,,,,"43","43","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"http://wholefoodcatalog.com/food_img/x-large/6287.jpg","current"
"FJCLPJJNDVBA","fruit",,,"Apple","Fuji","500","gm","(3 to 5 pcs)",,,,,"Apple",,,,"1",,,,,,,,,,"119","119","Fruits & Vegetables>Fresh Fruits>Apple",,"http://lifestyle.sg.88db.com/wp-content/uploads/media/2013/03/fuji-apple.jpg","current"
