id,cluster_sub_cat_count,cluster_product_count,geo_product_count,geo_sub_cat_count,cluster_id,clusters_count
tdr1xqj,143,4397,7536,168,100005-100041,12
tdr1xqj,138,3803,7536,168,100034,12
tdr1xqh,143,4397,7536,168,100005-100041,12
tdr1xqh,138,3803,7536,168,100034,12
tdr1xqg,157,4973,7536,168,100034-100039,13
tdr1xqg,143,4397,7536,168,100005-100041,13
tdr1xqf,157,4973,7536,168,100034-100039,13
tdr1xqf,143,4397,7536,168,100005-100041,13
tdr1xqv,157,4973,7536,168,100034-100039,13
tdr1xqv,143,4397,7536,168,100005-100041,13
tdr1xqu,157,4973,7536,168,100034-100039,13
tdr1xqu,143,4397,7536,168,100005-100041,13
tdr1xqt,157,4973,7536,168,100034-100039,13
tdr1xqt,143,4397,7536,168,100005-100041,13
tdr1xqs,157,4973,7536,168,100034-100039,13
