id,cluster_sub_cat_count,cluster_product_count,geo_product_count,geo_sub_cat_count,cluster_id,clusters_count
tdr158g,140,2902,2902,140,100024,1
tdr158g,-1,-1,2902,140,NN,1
tdr158q,140,2902,2902,140,100024,1
tdr158q,-1,-1,2902,140,NN,1
tdr158r,140,2902,2902,140,100024,1
tdr158r,-1,-1,2902,140,NN,1
tdr158s,140,2902,2902,140,100024,1
tdr158s,-1,-1,2902,140,NN,1
tdr158t,140,2902,2902,140,100024,1
tdr158t,-1,-1,2902,140,NN,1
tdr158u,140,2902,2902,140,100024,1
tdr158u,-1,-1,2902,140,NN,1
tdr158v,140,2902,2902,140,100024,1
tdr158v,-1,-1,2902,140,NN,1
tdr158w,140,2902,2902,140,100024,1
tdr158w,-1,-1,2902,140,NN,1
tdr158x,140,2902,2902,140,100024,1
tdr158x,-1,-1,2902,140,NN,1
tdr158y,140,2902,2902,140,100024,1
tdr158y,-1,-1,2902,140,NN,1
tdr158z,140,2902,2902,140,100024,1
tdr158z,-1,-1,2902,140,NN,1
tdr1595,140,2902,2902,140,100024,1
tdr1595,-1,-1,2902,140,NN,1
tdr1596,140,2902,2902,140,100024,1
tdr1596,-1,-1,2902,140,NN,1
tdr1597,140,2902,2902,140,100024,1
tdr1597,-1,-1,2902,140,NN,1
tdr1599,140,2902,2902,140,100024,1
tdr1599,-1,-1,2902,140,NN,1
tdr159b,140,2902,2902,140,100024,1
tdr159b,-1,-1,2902,140,NN,1
tdr159c,140,2902,2902,140,100024,1
tdr159c,-1,-1,2902,140,NN,1
tdr159d,140,2902,2902,140,100024,1
tdr159d,-1,-1,2902,140,NN,1
tdr159e,140,2902,2902,140,100024,1
tdr159e,-1,-1,2902,140,NN,1
tdr159f,140,2902,2902,140,100024,1
tdr159f,-1,-1,2902,140,NN,1
tdr159g,140,2902,2902,140,100024,1
tdr159g,-1,-1,2902,140,NN,1
tdr159h,140,2902,2902,140,100024,1
tdr159h,-1,-1,2902,140,NN,1
tdr159j,140,2902,2902,140,100024,1
tdr159j,-1,-1,2902,140,NN,1
tdr159k,140,2902,2902,140,100024,1
tdr159k,-1,-1,2902,140,NN,1
tdr159m,140,2902,2902,140,100024,1
tdr159m,-1,-1,2902,140,NN,1
tdr159n,140,2902,2902,140,100024,1
tdr159n,-1,-1,2902,140,NN,1
tdr159p,140,2902,2902,140,100024,1
tdr159p,-1,-1,2902,140,NN,1
tdr159q,140,2902,2902,140,100024,1
tdr159q,-1,-1,2902,140,NN,1
tdr159r,140,2902,2902,140,100024,1
tdr159r,-1,-1,2902,140,NN,1
tdr159s,140,2902,2902,140,100024,1
tdr159s,-1,-1,2902,140,NN,1
tdr159t,140,2902,2902,140,100024,1
tdr159t,-1,-1,2902,140,NN,1
tdr159u,140,2902,2902,140,100024,1
tdr159u,-1,-1,2902,140,NN,1
tdr159v,140,2902,2902,140,100024,1
tdr159v,-1,-1,2902,140,NN,1
tdr159w,140,2902,2902,140,100024,1
tdr159w,-1,-1,2902,140,NN,1
tdr159x,140,2902,2902,140,100024,1
tdr159x,-1,-1,2902,140,NN,1
tdr159y,140,2902,2902,140,100024,1
tdr159y,-1,-1,2902,140,NN,1
tdr159z,140,2902,2902,140,100024,1
tdr159z,-1,-1,2902,140,NN,1
tdr15b2,140,2902,2902,140,100024,1
tdr15b2,-1,-1,2902,140,NN,1
tdr15b3,140,2902,2902,140,100024,1
tdr15b3,-1,-1,2902,140,NN,1
tdr15b6,140,2902,2902,140,100024,1
tdr15b6,-1,-1,2902,140,NN,1
tdr15b7,140,2902,2902,140,100024,1
tdr15b7,-1,-1,2902,140,NN,1
tdr15b8,140,2902,2902,140,100024,1
tdr15b8,-1,-1,2902,140,NN,1
tdr15b9,140,2902,2902,140,100024,1
tdr15b9,-1,-1,2902,140,NN,1
tdr15bb,140,2902,2902,140,100024,1
tdr15bb,-1,-1,2902,140,NN,1
tdr15bc,140,2902,2902,140,100024,1
tdr15bc,-1,-1,2902,140,NN,1
tdr15bd,140,2902,2902,140,100024,1
tdr15bd,-1,-1,2902,140,NN,1
tdr15be,140,2902,2902,140,100024,1
tdr15be,-1,-1,2902,140,NN,1
tdr15bf,140,2902,2902,140,100024,1
tdr15bf,-1,-1,2902,140,NN,1
tdr15bg,140,2902,2902,140,100024,1
tdr15bg,-1,-1,2902,140,NN,1
tdr15bk,140,2902,2902,140,100024,1
tdr15bk,-1,-1,2902,140,NN,1
tdr15bm,140,2902,2902,140,100024,1
tdr15bm,-1,-1,2902,140,NN,1
tdr15bq,140,2902,2902,140,100024,1
tdr15bq,-1,-1,2902,140,NN,1
tdr15br,140,2902,2902,140,100024,1
tdr15br,-1,-1,2902,140,NN,1
tdr15bs,140,2902,2902,140,100024,1
tdr15bs,-1,-1,2902,140,NN,1
tdr15bt,140,2902,2902,140,100024,1
tdr15bt,-1,-1,2902,140,NN,1
tdr15bu,140,2902,2902,140,100024,1
tdr15bu,-1,-1,2902,140,NN,1
tdr15bv,140,2902,2902,140,100024,1
tdr15bv,-1,-1,2902,140,NN,1
tdr15bw,140,2902,2902,140,100024,1
tdr15bw,-1,-1,2902,140,NN,1
tdr15bx,140,2902,2902,140,100024,1
tdr15bx,-1,-1,2902,140,NN,1
tdr15by,140,2902,2902,140,100024,1
tdr15by,-1,-1,2902,140,NN,1
tdr15bz,140,2902,2902,140,100024,1
tdr15bz,-1,-1,2902,140,NN,1
tdr15c0,140,2902,2902,140,100024,1
tdr15c0,-1,-1,2902,140,NN,1
tdr15c1,140,2902,2902,140,100024,1
tdr15c1,-1,-1,2902,140,NN,1
tdr15c2,140,2902,2902,140,100024,1
tdr15c2,-1,-1,2902,140,NN,1
tdr15c3,140,2902,2902,140,100024,1
tdr15c3,-1,-1,2902,140,NN,1
tdr15c4,140,2902,2902,140,100024,1
tdr15c4,-1,-1,2902,140,NN,1
tdr15c5,140,2902,2902,140,100024,1
tdr15c5,-1,-1,2902,140,NN,1
tdr15c6,140,2902,2902,140,100024,1
tdr15c6,-1,-1,2902,140,NN,1
tdr15c7,140,2902,2902,140,100024,1
tdr15c7,-1,-1,2902,140,NN,1
tdr15c8,140,2902,2902,140,100024,1
tdr15c8,-1,-1,2902,140,NN,1
tdr15c9,140,2902,2902,140,100024,1
tdr15c9,-1,-1,2902,140,NN,1
tdr15cb,140,2902,2902,140,100024,1
tdr15cb,-1,-1,2902,140,NN,1
tdr15cc,140,2902,2902,140,100024,1
tdr15cc,-1,-1,2902,140,NN,1
tdr15cd,140,2902,2902,140,100024,1
tdr15cd,-1,-1,2902,140,NN,1
tdr15ce,140,2902,2902,140,100024,1
tdr15ce,-1,-1,2902,140,NN,1
tdr15cf,140,2902,2902,140,100024,1
tdr15cf,-1,-1,2902,140,NN,1
tdr15cg,140,2902,2902,140,100024,1
tdr15cg,-1,-1,2902,140,NN,1
tdr15ch,140,2902,2902,140,100024,1
tdr15ch,-1,-1,2902,140,NN,1
tdr15cj,140,2902,2902,140,100024,1
tdr15cj,-1,-1,2902,140,NN,1
tdr15ck,140,2902,2902,140,100024,1
tdr15ck,-1,-1,2902,140,NN,1
tdr15cm,140,2902,2902,140,100024,1
tdr15cm,-1,-1,2902,140,NN,1
tdr15cn,140,2902,2902,140,100024,1
tdr15cn,-1,-1,2902,140,NN,1
tdr15cp,140,2902,2902,140,100024,1
tdr15cp,-1,-1,2902,140,NN,1
tdr15cq,140,2902,2902,140,100024,1
tdr15cq,-1,-1,2902,140,NN,1
tdr15cr,140,2902,2902,140,100024,1
tdr15cr,-1,-1,2902,140,NN,1
tdr15cs,140,2902,2902,140,100024,1
tdr15cs,-1,-1,2902,140,NN,1
tdr15ct,140,2902,2902,140,100024,1
tdr15ct,-1,-1,2902,140,NN,1
tdr15cu,140,2902,2902,140,100024,1
tdr15cu,-1,-1,2902,140,NN,1
tdr15cv,140,2902,2902,140,100024,1
tdr15cv,-1,-1,2902,140,NN,1
tdr15cw,140,2902,2902,140,100024,1
tdr15cw,-1,-1,2902,140,NN,1
tdr15cx,140,2902,2902,140,100024,1
tdr15cx,-1,-1,2902,140,NN,1
tdr15cy,140,2902,2902,140,100024,1
tdr15cy,-1,-1,2902,140,NN,1
tdr15cz,140,2902,2902,140,100024,1
tdr15cz,-1,-1,2902,140,NN,1
tdr15d0,140,2902,2902,140,100024,1
tdr15d0,-1,-1,2902,140,NN,1
tdr15d1,140,2902,2902,140,100024,1
tdr15d1,-1,-1,2902,140,NN,1
tdr15d2,140,2902,2902,140,100024,1
tdr15d2,-1,-1,2902,140,NN,1
tdr15d3,140,2902,2902,140,100024,1
tdr15d3,-1,-1,2902,140,NN,1
tdr15d4,140,2902,2902,140,100024,1
tdr15d4,-1,-1,2902,140,NN,1
tdr15d5,140,2902,2902,140,100024,1
tdr15d5,-1,-1,2902,140,NN,1
tdr15d6,140,2902,2902,140,100024,1
tdr15d6,-1,-1,2902,140,NN,1
tdr15d7,140,2902,2902,140,100024,1
tdr15d7,-1,-1,2902,140,NN,1
tdr15ry,140,2902,6357,163,100024,5
tdr15ry,123,2036,6357,163,100020,5
tdr15sn,140,2902,4999,158,100024,3
tdr15sn,123,2036,4999,158,100020,3
tdr15sm,140,2902,4999,158,100024,3
tdr15sm,123,2036,4999,158,100020,3
tdr15sk,140,2902,4999,158,100024,3
tdr15sk,123,2036,4999,158,100020,3
tdr15sj,140,2902,4999,158,100024,3
tdr15sj,123,2036,4999,158,100020,3
tdr15sh,140,2902,4999,158,100024,3
tdr15sh,123,2036,4999,158,100020,3
tdr15sg,140,2902,4999,158,100024,3
tdr15sg,123,2036,4999,158,100020,3
tdr15st,140,2902,4999,158,100024,3
tdr15st,123,2036,4999,158,100020,3
tdr15ss,140,2902,4999,158,100024,3
tdr15ss,123,2036,4999,158,100020,3
tdr15sr,140,2902,4999,158,100024,3
tdr15sr,123,2036,4999,158,100020,3
tdr15sq,140,2902,4999,158,100024,3
tdr15sq,123,2036,4999,158,100020,3
tdr15sp,140,2902,4999,158,100024,3
tdr15sp,123,2036,4999,158,100020,3
tdr15sx,140,2902,5615,167,100024,4
tdr15sx,141,2094,5615,167,100088,4
tdr15sw,140,2902,4999,158,100024,3
tdr15sw,123,2036,4999,158,100020,3
tdr15sv,140,2902,4999,158,100024,3
tdr15sv,123,2036,4999,158,100020,3
tdr15su,140,2902,4999,158,100024,3
tdr15su,123,2036,4999,158,100020,3
tdr15t1,140,2902,4999,158,100024,3
tdr15t1,123,2036,4999,158,100020,3
tdr15t0,140,2902,4999,158,100024,3
tdr15t0,123,2036,4999,158,100020,3
tdr15rz,140,2902,6357,163,100024,6
tdr15rz,127,2727,6357,163,100022-100089,6
tdr15sz,140,2902,5615,167,100024,4
tdr15sz,141,2094,5615,167,100088,4
tdr15sy,140,2902,5615,167,100024,4
tdr15sy,141,2094,5615,167,100088,4
tdr15t6,140,2902,4999,158,100024,3
tdr15t6,123,2036,4999,158,100020,3
tdr15t5,140,2902,4999,158,100024,3
tdr15t5,123,2036,4999,158,100020,3
tdr15t4,140,2902,4999,158,100024,3
tdr15t4,123,2036,4999,158,100020,3
tdr15t3,140,2902,4999,158,100024,3
tdr15t3,123,2036,4999,158,100020,3
tdr15t2,140,2902,4999,158,100024,3
tdr15t2,123,2036,4999,158,100020,3
tdr15t9,140,2902,4999,158,100024,3
tdr15t9,123,2036,4999,158,100020,3
tdr15t8,140,2902,4999,158,100024,3
tdr15t8,123,2036,4999,158,100020,3
tdr15t7,140,2902,4999,158,100024,3
tdr15t7,123,2036,4999,158,100020,3
tdr15td,140,2902,4999,158,100024,3
tdr15td,123,2036,4999,158,100020,3
tdr15tc,140,2902,4999,158,100024,3
tdr15tc,123,2036,4999,158,100020,3
tdr15tb,140,2902,4999,158,100024,3
tdr15tb,123,2036,4999,158,100020,3
tdr15tf,140,2902,4999,158,100024,3
tdr15tf,123,2036,4999,158,100020,3
tdr15te,140,2902,4999,158,100024,3
tdr15te,123,2036,4999,158,100020,3
tdr15tg,140,2902,4999,158,100024,3
tdr15tg,123,2036,4999,158,100020,3
tdr15th,140,2902,4999,158,100024,3
tdr15th,123,2036,4999,158,100020,3
tdr15tj,140,2902,4999,158,100024,3
tdr15tj,123,2036,4999,158,100020,3
tdr15tk,140,2902,4999,158,100024,3
tdr15tk,123,2036,4999,158,100020,3
tdr15tm,140,2902,5615,167,100024,4
tdr15tm,141,2094,5615,167,100088,4
tdr15tn,140,2902,5615,167,100024,4
tdr15tn,141,2094,5615,167,100088,4
tdr15tp,163,4073,5615,167,100024-100088,5
tdr15tp,140,2902,5615,167,100024,5
tdr15tq,140,2902,5615,167,100024,4
tdr15tq,141,2094,5615,167,100088,4
tdr15tr,163,4073,5615,167,100024-100088,5
tdr15tr,140,2902,5615,167,100024,5
tdr15ts,140,2902,5615,167,100024,4
tdr15ts,141,2094,5615,167,100088,4
tdr15tt,140,2902,5615,167,100024,4
tdr15tt,141,2094,5615,167,100088,4
tdr15tu,140,2902,5615,167,100024,4
tdr15tu,141,2094,5615,167,100088,4
tdr15tv,140,2902,5615,167,100024,4
tdr15tv,141,2094,5615,167,100088,4
tdr15tw,140,2902,5615,167,100024,4
tdr15tw,141,2094,5615,167,100088,4
tdr15tx,163,4073,5615,167,100024-100088,5
tdr15tx,140,2902,5615,167,100024,5
tdr15ty,163,4073,5615,167,100024-100088,5
tdr15ty,140,2902,5615,167,100024,5
tdr15tz,163,4073,5615,167,100024-100088,5
tdr15tz,140,2902,5615,167,100024,5
tdr15u0,140,2902,5615,167,100024,4
tdr15u0,141,2094,5615,167,100088,4
tdr15u1,163,4073,5615,167,100024-100088,5
tdr15u1,140,2902,5615,167,100024,5
tdr15u2,140,2902,5615,167,100024,4
tdr15u2,141,2094,5615,167,100088,4
tdr15u3,163,4073,5615,167,100024-100088,5
tdr15u3,140,2902,5615,167,100024,5
tdr15u4,163,4073,5615,167,100024-100088,5
tdr15u4,140,2902,5615,167,100024,5
tdr15u5,163,4073,5615,167,100024-100088,5
tdr15u5,140,2902,5615,167,100024,5
tdr15u7,163,4073,5615,167,100024-100088,5
tdr15u7,140,2902,5615,167,100024,5
tdr15u6,163,4073,5615,167,100024-100088,5
tdr15u6,140,2902,5615,167,100024,5
tdr15u9,163,4073,5615,167,100024-100088,5
tdr15u9,140,2902,5615,167,100024,5
tdr15u8,163,4073,5615,167,100024-100088,5
tdr15u8,140,2902,5615,167,100024,5
tdr15uc,163,4073,5615,167,100024-100088,5
tdr15uc,140,2902,5615,167,100024,5
tdr15ub,163,4073,5615,167,100024-100088,5
tdr15ub,140,2902,5615,167,100024,5
tdr15uf,155,4165,5615,167,100020-100024,6
tdr15uf,163,4073,5615,167,100024-100088,6
tdr15ue,155,4165,5615,167,100020-100024,6
tdr15ue,163,4073,5615,167,100024-100088,6
tdr15ud,163,4073,5615,167,100024-100088,5
tdr15ud,140,2902,5615,167,100024,5
tdr15uk,155,4165,5615,167,100020-100024,6
tdr15uk,163,4073,5615,167,100024-100088,6
tdr15uj,155,4165,5615,167,100020-100024,6
tdr15uj,163,4073,5615,167,100024-100088,6
tdr15uh,155,4165,5615,167,100020-100024,6
tdr15uh,163,4073,5615,167,100024-100088,6
tdr15ug,155,4165,5615,167,100020-100024,6
tdr15ug,163,4073,5615,167,100024-100088,6
tdr15mg,140,2902,4081,154,100024,2
tdr15mg,123,2004,4081,154,100089,2
tdr15mh,140,2902,4081,154,100024,2
tdr15mh,123,2004,4081,154,100089,2
tdr15mj,140,2902,4081,154,100024,2
tdr15mj,123,2004,4081,154,100089,2
tdr15mk,140,2902,4081,154,100024,2
tdr15mk,123,2004,4081,154,100089,2
tdr15mm,140,2902,4999,158,100024,3
tdr15mm,123,2036,4999,158,100020,3
tdr15mn,140,2902,4999,158,100024,3
tdr15mn,123,2036,4999,158,100020,3
tdr15mp,140,2902,4999,158,100024,3
tdr15mp,123,2036,4999,158,100020,3
tdr15mq,140,2902,4999,158,100024,3
tdr15mq,123,2036,4999,158,100020,3
tdr15mr,140,2902,4999,158,100024,3
tdr15mr,123,2036,4999,158,100020,3
tdr15ms,140,2902,4999,158,100024,3
tdr15ms,123,2036,4999,158,100020,3
tdr15mt,140,2902,4999,158,100024,3
tdr15mt,123,2036,4999,158,100020,3
tdr15mu,140,2902,4999,158,100024,3
tdr15mu,123,2036,4999,158,100020,3
tdr15mv,140,2902,4999,158,100024,3
tdr15mv,123,2036,4999,158,100020,3
tdr15mw,140,2902,4999,158,100024,3
tdr15mw,123,2036,4999,158,100020,3
tdr15mx,140,2902,4999,158,100024,3
tdr15mx,123,2036,4999,158,100020,3
tdr15my,140,2902,4999,158,100024,3
tdr15my,123,2036,4999,158,100020,3
tdr15mz,140,2902,4999,158,100024,3
tdr15mz,123,2036,4999,158,100020,3
tdr15n5,123,2004,2004,123,100089,1
tdr15n5,-1,-1,2004,123,NN,1
tdr15n6,123,2004,2004,123,100089,1
tdr15n6,-1,-1,2004,123,NN,1
tdr15n7,123,2004,2004,123,100089,1
tdr15n7,-1,-1,2004,123,NN,1
tdr15n9,123,2004,2004,123,100089,1
tdr15n9,-1,-1,2004,123,NN,1
tdr15nb,123,2004,2004,123,100089,1
tdr15nb,-1,-1,2004,123,NN,1
tdr15nc,123,2004,2004,123,100089,1
tdr15nc,-1,-1,2004,123,NN,1
tdr15nd,123,2004,2004,123,100089,1
tdr15nd,-1,-1,2004,123,NN,1
tdr15ne,123,2004,2004,123,100089,1
tdr15ne,-1,-1,2004,123,NN,1
tdr15nf,123,2004,2004,123,100089,1
tdr15nf,-1,-1,2004,123,NN,1
tdr15ng,123,2004,2004,123,100089,1
tdr15ng,-1,-1,2004,123,NN,1
tdr15nh,123,2004,2004,123,100089,1
tdr15nh,-1,-1,2004,123,NN,1
tdr15nj,123,2004,2004,123,100089,1
tdr15nj,-1,-1,2004,123,NN,1
tdr15nk,123,2004,2004,123,100089,1
tdr15nk,-1,-1,2004,123,NN,1
tdr15nm,123,2004,2004,123,100089,1
tdr15nm,-1,-1,2004,123,NN,1
tdr15nn,123,2004,2004,123,100089,1
tdr15nn,-1,-1,2004,123,NN,1
tdr15np,123,2004,2004,123,100089,1
tdr15np,-1,-1,2004,123,NN,1
tdr15nq,123,2004,2004,123,100089,1
tdr15nq,-1,-1,2004,123,NN,1
tdr15nr,123,2004,2004,123,100089,1
tdr15nr,-1,-1,2004,123,NN,1
tdr15ns,123,2004,2004,123,100089,1
tdr15ns,-1,-1,2004,123,NN,1
tdr15nt,123,2004,2004,123,100089,1
tdr15nt,-1,-1,2004,123,NN,1
tdr15nu,123,2004,2004,123,100089,1
tdr15nu,-1,-1,2004,123,NN,1
tdr15nv,123,2004,2004,123,100089,1
tdr15nv,-1,-1,2004,123,NN,1
tdr15nw,123,2004,2004,123,100089,1
tdr15nw,-1,-1,2004,123,NN,1
tdr15nx,123,2004,2004,123,100089,1
tdr15nx,-1,-1,2004,123,NN,1
tdr15ny,123,2004,2004,123,100089,1
tdr15ny,-1,-1,2004,123,NN,1
tdr15nz,123,2004,2004,123,100089,1
tdr15nz,-1,-1,2004,123,NN,1
tdr15p0,123,2004,2004,123,100089,1
tdr15p0,-1,-1,2004,123,NN,1
tdr15p1,123,2004,2004,123,100089,1
tdr15p1,-1,-1,2004,123,NN,1
tdr15p2,123,2004,2004,123,100089,1
tdr15p2,-1,-1,2004,123,NN,1
tdr15p3,123,2004,2004,123,100089,1
tdr15p3,-1,-1,2004,123,NN,1
tdr15p4,123,2004,2004,123,100089,1
tdr15p4,-1,-1,2004,123,NN,1
tdr15p5,123,2004,2004,123,100089,1
tdr15p5,-1,-1,2004,123,NN,1
tdr15p6,123,2004,2004,123,100089,1
tdr15p6,-1,-1,2004,123,NN,1
tdr15p7,123,2004,2004,123,100089,1
tdr15p7,-1,-1,2004,123,NN,1
tdr15p8,123,2004,2004,123,100089,1
tdr15p8,-1,-1,2004,123,NN,1
tdr15p9,123,2004,2004,123,100089,1
tdr15p9,-1,-1,2004,123,NN,1
tdr15pb,123,2004,2004,123,100089,1
tdr15pb,-1,-1,2004,123,NN,1
tdr15pc,123,2004,2004,123,100089,1
tdr15pc,-1,-1,2004,123,NN,1
tdr15pd,123,2004,2004,123,100089,1
tdr15pd,-1,-1,2004,123,NN,1
tdr15pe,123,2004,2004,123,100089,1
tdr15pe,-1,-1,2004,123,NN,1
tdr15pf,123,2004,2004,123,100089,1
tdr15pf,-1,-1,2004,123,NN,1
tdr15pg,123,2004,2004,123,100089,1
tdr15pg,-1,-1,2004,123,NN,1
tdr15ph,123,2004,2004,123,100089,1
tdr15ph,-1,-1,2004,123,NN,1
tdr15pj,123,2004,2004,123,100089,1
tdr15pj,-1,-1,2004,123,NN,1
tdr15pk,123,2004,2004,123,100089,1
tdr15pk,-1,-1,2004,123,NN,1
tdr15pm,123,2004,2004,123,100089,1
tdr15pm,-1,-1,2004,123,NN,1
tdr15pn,123,2004,2004,123,100089,1
tdr15pn,-1,-1,2004,123,NN,1
tdr15pp,123,2004,2004,123,100089,1
tdr15pp,-1,-1,2004,123,NN,1
tdr15pq,123,2004,2004,123,100089,1
tdr15pq,-1,-1,2004,123,NN,1
tdr15pr,123,2004,2004,123,100089,1
tdr15pr,-1,-1,2004,123,NN,1
tdr15ps,123,2004,2004,123,100089,1
tdr15ps,-1,-1,2004,123,NN,1
tdr15pt,123,2004,2004,123,100089,1
tdr15pt,-1,-1,2004,123,NN,1
tdr15pu,123,2004,2004,123,100089,1
tdr15pu,-1,-1,2004,123,NN,1
tdr15pv,123,2004,2004,123,100089,1
tdr15pv,-1,-1,2004,123,NN,1
tdr15pw,123,2004,2004,123,100089,1
tdr15pw,-1,-1,2004,123,NN,1
tdr15px,123,2004,2004,123,100089,1
tdr15px,-1,-1,2004,123,NN,1
tdr15py,123,2004,2004,123,100089,1
tdr15py,-1,-1,2004,123,NN,1
tdr15pz,123,2004,2004,123,100089,1
tdr15pz,-1,-1,2004,123,NN,1
tdr15q0,123,2004,2004,123,100089,1
tdr15q0,-1,-1,2004,123,NN,1
tdr15q1,140,2902,4081,154,100024,2
tdr15q1,123,2004,4081,154,100089,2
tdr15q2,123,2004,2004,123,100089,1
tdr15q2,-1,-1,2004,123,NN,1
tdr15q3,140,2902,4081,154,100024,2
tdr15q3,123,2004,4081,154,100089,2
tdr15q4,140,2902,4081,154,100024,2
tdr15q4,123,2004,4081,154,100089,2
tdr15q5,140,2902,4999,158,100024,3
tdr15q5,123,2036,4999,158,100020,3
tdr15q6,140,2902,4999,158,100024,3
tdr15q6,123,2036,4999,158,100020,3
tdr15q7,140,2902,4999,158,100024,3
tdr15q7,123,2036,4999,158,100020,3
tdr15q8,123,2004,2004,123,100089,1
tdr15q8,-1,-1,2004,123,NN,1
tdr15q9,140,2902,4081,154,100024,2
tdr15q9,123,2004,4081,154,100089,2
tdr15qb,123,2004,2004,123,100089,1
tdr15qb,-1,-1,2004,123,NN,1
tdr15qc,140,2902,4999,158,100024,3
tdr15qc,123,2036,4999,158,100020,3
tdr15qd,140,2902,4999,158,100024,3
tdr15qd,123,2036,4999,158,100020,3
tdr15qe,140,2902,4999,158,100024,3
tdr15qe,123,2036,4999,158,100020,3
tdr15d8,140,2902,2902,140,100024,1
tdr15d8,-1,-1,2902,140,NN,1
tdr15d9,140,2902,2902,140,100024,1
tdr15d9,-1,-1,2902,140,NN,1
tdr15db,140,2902,2902,140,100024,1
tdr15db,-1,-1,2902,140,NN,1
tdr15dc,140,2902,2902,140,100024,1
tdr15dc,-1,-1,2902,140,NN,1
tdr15dd,140,2902,2902,140,100024,1
tdr15dd,-1,-1,2902,140,NN,1
tdr15de,140,2902,2902,140,100024,1
tdr15de,-1,-1,2902,140,NN,1
tdr15df,140,2902,2902,140,100024,1
tdr15df,-1,-1,2902,140,NN,1
tdr15dg,140,2902,2902,140,100024,1
tdr15dg,-1,-1,2902,140,NN,1
tdr15dh,140,2902,2902,140,100024,1
tdr15dh,-1,-1,2902,140,NN,1
tdr15dj,140,2902,2902,140,100024,1
tdr15dj,-1,-1,2902,140,NN,1
tdr15dk,140,2902,2902,140,100024,1
tdr15dk,-1,-1,2902,140,NN,1
tdr15dm,140,2902,2902,140,100024,1
tdr15dm,-1,-1,2902,140,NN,1
tdr15dn,140,2902,2902,140,100024,1
tdr15dn,-1,-1,2902,140,NN,1
tdr15dp,140,2902,2902,140,100024,1
tdr15dp,-1,-1,2902,140,NN,1
tdr15dq,140,2902,2902,140,100024,1
tdr15dq,-1,-1,2902,140,NN,1
tdr15dr,140,2902,2902,140,100024,1
tdr15dr,-1,-1,2902,140,NN,1
tdr15ds,140,2902,2902,140,100024,1
tdr15ds,-1,-1,2902,140,NN,1
tdr15dt,140,2902,2902,140,100024,1
tdr15dt,-1,-1,2902,140,NN,1
tdr15du,140,2902,2902,140,100024,1
tdr15du,-1,-1,2902,140,NN,1
tdr15dv,140,2902,2902,140,100024,1
tdr15dv,-1,-1,2902,140,NN,1
tdr15dw,140,2902,2902,140,100024,1
tdr15dw,-1,-1,2902,140,NN,1
tdr15dx,140,2902,2902,140,100024,1
tdr15dx,-1,-1,2902,140,NN,1
tdr15dy,140,2902,2902,140,100024,1
tdr15dy,-1,-1,2902,140,NN,1
tdr15dz,140,2902,2902,140,100024,1
tdr15dz,-1,-1,2902,140,NN,1
tdr15e0,140,2902,2902,140,100024,1
tdr15e0,-1,-1,2902,140,NN,1
tdr15e1,140,2902,2902,140,100024,1
tdr15e1,-1,-1,2902,140,NN,1
tdr15e2,140,2902,2902,140,100024,1
tdr15e2,-1,-1,2902,140,NN,1
tdr15e3,140,2902,2902,140,100024,1
tdr15e3,-1,-1,2902,140,NN,1
tdr15e4,140,2902,2902,140,100024,1
tdr15e4,-1,-1,2902,140,NN,1
tdr15e5,140,2902,2902,140,100024,1
tdr15e5,-1,-1,2902,140,NN,1
tdr15e6,140,2902,2902,140,100024,1
tdr15e6,-1,-1,2902,140,NN,1
tdr15e7,140,2902,2902,140,100024,1
tdr15e7,-1,-1,2902,140,NN,1
tdr15e8,140,2902,2902,140,100024,1
tdr15e8,-1,-1,2902,140,NN,1
tdr15e9,140,2902,2902,140,100024,1
tdr15e9,-1,-1,2902,140,NN,1
tdr15eb,140,2902,4081,154,100024,2
tdr15eb,123,2004,4081,154,100089,2
tdr15ec,140,2902,4081,154,100024,2
tdr15ec,123,2004,4081,154,100089,2
tdr15ed,140,2902,4081,154,100024,2
tdr15ed,123,2004,4081,154,100089,2
tdr15ee,140,2902,4081,154,100024,2
tdr15ee,123,2004,4081,154,100089,2
tdr15ef,140,2902,4081,154,100024,2
tdr15ef,123,2004,4081,154,100089,2
tdr15eh,140,2902,2902,140,100024,1
tdr15eh,-1,-1,2902,140,NN,1
tdr15ej,140,2902,2902,140,100024,1
tdr15ej,-1,-1,2902,140,NN,1
tdr15ek,140,2902,2902,140,100024,1
tdr15ek,-1,-1,2902,140,NN,1
tdr15en,140,2902,2902,140,100024,1
tdr15en,-1,-1,2902,140,NN,1
tdr15ep,140,2902,4165,155,100024,2
tdr15ep,123,2036,4165,155,100020,2
tdr15es,140,2902,4999,158,100024,3
tdr15es,123,2036,4999,158,100020,3
tdr15ew,140,2902,4999,158,100024,3
tdr15ew,123,2036,4999,158,100020,3
tdr15ex,140,2902,4999,158,100024,3
tdr15ex,123,2036,4999,158,100020,3
tdr15ey,140,2902,4999,158,100024,3
tdr15ey,123,2036,4999,158,100020,3
tdr15ez,140,2902,4999,158,100024,3
tdr15ez,123,2036,4999,158,100020,3
tdr15f0,140,2902,2902,140,100024,1
tdr15f0,-1,-1,2902,140,NN,1
tdr15f1,140,2902,2902,140,100024,1
tdr15f1,-1,-1,2902,140,NN,1
tdr15f2,140,2902,2902,140,100024,1
tdr15f2,-1,-1,2902,140,NN,1
tdr15eu,140,2902,4999,158,100024,3
